possessor,possessed,gender,tier,is_dialogue,example
his,treatment,male,pronoun,False,"She had always seen it with pain; but respecting his abilities, and grateful for his affectionate treatment of herself, she endeavoured to forget what"
her,thought,female,pronoun,False,"She had always seen it with pain; but respecting his abilities, and grateful for his affectionate treatment of herself, she endeavoured to forget what"
his,wife,male,pronoun,False,"She had always seen it with pain; but respecting his abilities, and grateful for his affectionate treatment of herself, she endeavoured to forget what"
her,child,female,pronoun,False,"She had always seen it with pain; but respecting his abilities, and grateful for his affectionate treatment of herself, she endeavoured to forget what"
his,daughter,male,pronoun,False,"But she had never felt so strongly as now the disadvantages which must attend the children of so unsuitable a marriage, nor ever been so fully aware o"
his,wife,male,pronoun,False,"But she had never felt so strongly as now the disadvantages which must attend the children of so unsuitable a marriage, nor ever been so fully aware o"
wickham,departure,male,name,False,"When Elizabeth had rejoiced over Wickham’s departure, she found little other cause for satisfaction in the loss of the regiment."
her,degree,female,pronoun,False,"threw a real gloom over their domestic circle; and, though Kitty might in time regain her natural degree of sense, since the disturbers of her brain w"
her,brain,female,pronoun,False,"threw a real gloom over their domestic circle; and, though Kitty might in time regain her natural degree of sense, since the disturbers of her brain w"
her,sister,female,pronoun,False,"threw a real gloom over their domestic circle; and, though Kitty might in time regain her natural degree of sense, since the disturbers of her brain w"
her,folly,female,pronoun,False,"threw a real gloom over their domestic circle; and, though Kitty might in time regain her natural degree of sense, since the disturbers of her brain w"
her,wish,female,pronoun,False,It was consequently necessary to name some other period for the commencement of actual felicity; to have some other point on which her wishes and hope
her,tour,female,pronoun,False,Her tour to the Lakes was now the object of her happiest thoughts: it was her best consolation for all the uncomfortable hours which the discontentedn
her,thought,female,pronoun,False,Her tour to the Lakes was now the object of her happiest thoughts: it was her best consolation for all the uncomfortable hours which the discontentedn
her,consolation,female,pronoun,False,Her tour to the Lakes was now the object of her happiest thoughts: it was her best consolation for all the uncomfortable hours which the discontentedn
her,mother,female,pronoun,False,Her tour to the Lakes was now the object of her happiest thoughts: it was her best consolation for all the uncomfortable hours which the discontentedn
sister,absence,female,role_noun,True,"But here, by carrying with me one ceaseless source of regret in my sister’s absence, I may reasonably hope to have all my expectations of pleasure rea"
her,mother,female,pronoun,False,"When Lydia went away she promised to write very often and very minutely to her mother and Kitty; but her letters were always long expected, and always"
her,letter,female,pronoun,False,"When Lydia went away she promised to write very often and very minutely to her mother and Kitty; but her letters were always long expected, and always"
her,mother,female,pronoun,False,"Those to her mother contained little else than that they were just returned from the library, where such and such officers had attended them, and wher"
her,correspondence,female,pronoun,False,"Those to her mother contained little else than that they were just returned from the library, where such and such officers had attended them, and wher"
her,sister,female,pronoun,False,"Those to her mother contained little else than that they were just returned from the library, where such and such officers had attended them, and wher"
her,letter,female,pronoun,False,"Those to her mother contained little else than that they were just returned from the library, where such and such officers had attended them, and wher"
her,absence,female,pronoun,False,"After the first fortnight or three weeks of her absence, health, good-humour, and cheerfulness began to reappear at Longbourn."
her,serenity,female,pronoun,False,Mrs. Bennet was restored to her usual querulous serenity; and by the middle of June Kitty was so much recovered as to be able to enter Meryton without
her,life,female,pronoun,False,"The town where she had formerly passed some years of her life, and where they were now to spend a few days, was probably as great an object of her cur"
her,curiosity,female,pronoun,False,"The town where she had formerly passed some years of her life, and where they were now to spend a few days, was probably as great an object of her cur"
her,heart,female,pronoun,False,Elizabeth was excessively disappointed: she had set her heart on seeing the Lakes; and still thought there might have been time enough.
her,business,female,pronoun,False,But it was her business to be satisfied--and certainly her temper to be happy; and all was soon right again.
her,temper,female,pronoun,False,But it was her business to be satisfied--and certainly her temper to be happy; and all was soon right again.
his,county,male,pronoun,True,"“But surely,” said she, “I may enter his county with impunity, and rob it of a few petrified spars, without his perceiving me.”"
her,uncle,female,pronoun,False,Four weeks were to pass away before her uncle and aunt’s arrival.
her,aunt,female,pronoun,False,"To the little town of Lambton, the scene of Mrs. Gardiner’s former residence, and where she had lately learned that some acquaintance still remained, "
his,willingness,male,pronoun,False,"Mr. Gardiner declared his willingness, and Elizabeth was applied to for her approbation."
her,approbation,female,pronoun,False,"Mr. Gardiner declared his willingness, and Elizabeth was applied to for her approbation."
her,aunt,female,pronoun,False,"“My love, should not you like to see a place of which you have heard so much?” said her aunt."
his,youth,male,pronoun,True,"Wickham passed all his youth there, you know.”"
her,stupidity,female,pronoun,False,Mrs. Gardiner abused her stupidity.
her,mind,female,pronoun,False,Elizabeth said no more; but her mind could not acquiesce.
her,aunt,female,pronoun,False,"She blushed at the very idea; and thought it would be better to speak openly to her aunt, than to run such a risk."
her,inquiry,female,pronoun,False,"But against this there were objections; and she finally resolved that it could be the last resource, if her private inquiries as to the absence of the"
her,alarm,female,pronoun,False,"A most welcome negative followed the last question; and her alarms being now removed, she was at leisure to feel a great deal of curiosity to see the "
her,spirit,female,pronoun,False,"Elizabeth, as they drove along, watched for the first appearance of Pemberley Woods with some perturbation; and when at length they turned in at the l"
elizabeth,mind,female,name,False,"Elizabeth’s mind was too full for conversation, but she saw and admired every remarkable spot and point of view."
her,apprehension,female,pronoun,False,"They descended the hill, crossed the bridge, and drove to the door; and, while examining the nearer aspect of the house, all her apprehension of meeti"
his,taste,male,pronoun,False,"The rooms were lofty and handsome, and their furniture suitable to the fortune of their proprietor; but Elizabeth saw, with admiration of his taste, t"
her,master,female,pronoun,False,"She longed to inquire of the housekeeper whether her master were really absent, but had not courage for it."
her,uncle,female,pronoun,False,"At length, however, the question was asked by her uncle; and she turned away with alarm, while Mrs. Reynolds replied, that he was; adding, “But we exp"
her,aunt,female,pronoun,False,Her aunt now called her to look at a picture.
her,aunt,female,pronoun,False,"Her aunt asked her, smilingly, how she liked it."
her,master,female,pronoun,False,"The housekeeper came forward, and told them it was the picture of a young gentleman, the son of her late master’s steward, who had been brought up by "
his,expense,male,pronoun,False,"The housekeeper came forward, and told them it was the picture of a young gentleman, the son of her late master’s steward, who had been brought up by "
her,niece,female,pronoun,False,"Mrs. Gardiner looked at her niece with a smile, but Elizabeth could not return it."
her,master,female,pronoun,False,Mrs. Reynolds’ respect for Elizabeth seemed to increase on this intimation of her knowing her master.
her,brother,female,pronoun,True,“And is Miss Darcy as handsome as her brother?” said Mr. Gardiner.
her,communicativeness,female,pronoun,False,"Mr. Gardiner, whose manners were easy and pleasant, encouraged her communicativeness by his questions and remarks: Mrs. Reynolds, either from pride or"
his,question,male,pronoun,False,"Mr. Gardiner, whose manners were easy and pleasant, encouraged her communicativeness by his questions and remarks: Mrs. Reynolds, either from pride or"
her,master,female,pronoun,False,"Mr. Gardiner, whose manners were easy and pleasant, encouraged her communicativeness by his questions and remarks: Mrs. Reynolds, either from pride or"
his,sister,male,pronoun,False,"Mr. Gardiner, whose manners were easy and pleasant, encouraged her communicativeness by his questions and remarks: Mrs. Reynolds, either from pride or"
his,time,male,pronoun,True,I dare say he may spend half his time here; and Miss Darcy is always down for the summer months.”
his,credit,male,pronoun,True,"Elizabeth could not help saying, “It is very much to his credit, I am sure, that you should think so.”"
her,idea,female,pronoun,False,"This was praise of all others most extraordinary, most opposite to her ideas."
her,opinion,female,pronoun,False,That he was not a good-tempered man had been her firmest opinion.
her,attention,female,pronoun,False,"Her keenest attention was awakened: she longed to hear more; and was grateful to her uncle for saying,-- “There are very few people of whom so much ca"
her,uncle,female,pronoun,False,"Her keenest attention was awakened: she longed to hear more; and was grateful to her uncle for saying,-- “There are very few people of whom so much ca"
his,father,male,pronoun,True,"“His father was an excellent man,” said Mrs. Gardiner."
his,son,male,pronoun,True,"“Yes, ma’am, that he was indeed; and his son will be just like him--just as affable to the poor.”"
her,commendation,female,pronoun,False,"Mr. Gardiner, highly amused by the kind of family prejudice, to which he attributed her excessive commendation of her master, soon led again to the su"
her,master,female,pronoun,False,"Mr. Gardiner, highly amused by the kind of family prejudice, to which he attributed her excessive commendation of her master, soon led again to the su"
his,merit,male,pronoun,False,"Mr. Gardiner, highly amused by the kind of family prejudice, to which he attributed her excessive commendation of her master, soon led again to the su"
his,tenant,male,pronoun,True,There is not one of his tenants or servants but what will give him a good name.
her,aunt,female,pronoun,False,"“This fine account of him,” whispered her aunt as they walked, “is not quite consistent with his behaviour to our poor friend.”"
his,behaviour,male,pronoun,True,"“This fine account of him,” whispered her aunt as they walked, “is not quite consistent with his behaviour to our poor friend.”"
darcy,delight,male,name,False,"Mrs. Reynolds anticipated Miss Darcy’s delight, when she should enter the room."
his,sister,male,pronoun,True,"“Whatever can give his sister any pleasure, is sure to be done in a moment."
his,father,male,pronoun,False,"Mrs. Reynolds informed them, that it had been taken in his father’s lifetime."
father,lifetime,male,role_noun,False,"Mrs. Reynolds informed them, that it had been taken in his father’s lifetime."
elizabeth,mind,female,name,False,"There was certainly at this moment, in Elizabeth’s mind, a more gentle sensation towards the original than she had ever felt in the height of their ac"
his,guardianship,male,pronoun,False,"As a brother, a landlord, a master, she considered how many people’s happiness were in his guardianship!"
his,power,male,pronoun,False,How much of pleasure or pain it was in his power to bestow!
his,character,male,pronoun,False,"Every idea that had been brought forward by the housekeeper was favourable to his character; and as she stood before the canvas, on which he was repre"
his,eye,male,pronoun,False,"Every idea that had been brought forward by the housekeeper was favourable to his character; and as she stood before the canvas, on which he was repre"
his,regard,male,pronoun,False,"Every idea that had been brought forward by the housekeeper was favourable to his character; and as she stood before the canvas, on which he was repre"
her,uncle,female,pronoun,False,"As they walked across the lawn towards the river, Elizabeth turned back to look again; her uncle and aunt stopped also; and while the former was conje"
his,appearance,male,pronoun,False,"They were within twenty yards of each other; and so abrupt was his appearance, that it was impossible to avoid his sight."
his,sight,male,pronoun,False,"They were within twenty yards of each other; and so abrupt was his appearance, that it was impossible to avoid his sight."
his,approach,male,pronoun,False,She had instinctively turned away; but stopping on his approach
his,compliment,male,pronoun,False,", received his compliments with an embarrassment impossible to be overcome."
his,appearance,male,pronoun,False,"Had his first appearance, or his resemblance to the picture they had just been examining, been insufficient to assure the other two that they now saw "
his,resemblance,male,pronoun,False,"Had his first appearance, or his resemblance to the picture they had just been examining, been insufficient to assure the other two that they now saw "
his,master,male,pronoun,False,"Had his first appearance, or his resemblance to the picture they had just been examining, been insufficient to assure the other two that they now saw "
her,eye,female,pronoun,False,"They stood a little aloof while he was talking to their niece, who, astonished and confused, scarcely dared lift her eyes to his face, and knew not wh"
his,face,male,pronoun,False,"They stood a little aloof while he was talking to their niece, who, astonished and confused, scarcely dared lift her eyes to his face, and knew not wh"
his,inquiry,male,pronoun,False,"They stood a little aloof while he was talking to their niece, who, astonished and confused, scarcely dared lift her eyes to his face, and knew not wh"
her,family,female,pronoun,False,"They stood a little aloof while he was talking to their niece, who, astonished and confused, scarcely dared lift her eyes to his face, and knew not wh"
his,manner,male,pronoun,False,"Amazed at the alteration of his manner since they last parted, every sentence that he uttered was increasing her embarrassment; and every idea of the "
her,embarrassment,female,pronoun,False,"Amazed at the alteration of his manner since they last parted, every sentence that he uttered was increasing her embarrassment; and every idea of the "
her,mind,female,pronoun,False,"Amazed at the alteration of his manner since they last parted, every sentence that he uttered was increasing her embarrassment; and every idea of the "
her,life,female,pronoun,False,"Amazed at the alteration of his manner since they last parted, every sentence that he uttered was increasing her embarrassment; and every idea of the "
his,accent,male,pronoun,False,"Nor did he seem much more at ease; when he spoke, his accent had none of its usual sedateness; and he repeated his inquiries as to the time of her hav"
his,inquiry,male,pronoun,False,"Nor did he seem much more at ease; when he spoke, his accent had none of its usual sedateness; and he repeated his inquiries as to the time of her hav"
her,stay,female,pronoun,False,"Nor did he seem much more at ease; when he spoke, his accent had none of its usual sedateness; and he repeated his inquiries as to the time of her hav"
his,thought,male,pronoun,False,"Nor did he seem much more at ease; when he spoke, his accent had none of its usual sedateness; and he repeated his inquiries as to the time of her hav"
his,figure,male,pronoun,False,"The others then joined her, and expressed their admiration of his figure; but Elizabeth heard not a word, and, wholly engrossed by her own feelings, f"
her,feeling,female,pronoun,False,"The others then joined her, and expressed their admiration of his figure; but Elizabeth heard not a word, and, wholly engrossed by her own feelings, f"
her,coming,female,pronoun,False,"Her coming there was the most unfortunate, the most ill-judged thing in the world!"
his,way,male,pronoun,False,It might seem as if she had purposely thrown herself in his way again!
his,discrimination,male,pronoun,False,"Had they been only ten minutes sooner, they should have been beyond the reach of his discrimination; for it was plain that he was that moment arrived,"
his,horse,male,pronoun,False,"Had they been only ten minutes sooner, they should have been beyond the reach of his discrimination; for it was plain that he was that moment arrived,"
his,carriage,male,pronoun,False,"Had they been only ten minutes sooner, they should have been beyond the reach of his discrimination; for it was plain that he was that moment arrived,"
his,behaviour,male,pronoun,False,"And his behaviour, so strikingly altered,--what could it mean?"
her,family,female,pronoun,False,"That he should even speak to her was amazing!--but to speak with such civility, to inquire after her family!"
her,life,female,pronoun,False,"Never in her life had she seen his manners so little dignified, never had he spoken with such gentleness as on this unexpected meeting."
his,manner,male,pronoun,False,"Never in her life had she seen his manners so little dignified, never had he spoken with such gentleness as on this unexpected meeting."
his,address,male,pronoun,False,"What a contrast did it offer to his last address in Rosings Park, when he put his letter into her hand!"
his,letter,male,pronoun,False,"What a contrast did it offer to his last address in Rosings Park, when he put his letter into her hand!"
her,hand,female,pronoun,False,"What a contrast did it offer to his last address in Rosings Park, when he put his letter into her hand!"
her,uncle,female,pronoun,False,"but it was some time before Elizabeth was sensible of any of it; and, though she answered mechanically to the repeated appeals of her uncle and aunt, "
her,eye,female,pronoun,False,"but it was some time before Elizabeth was sensible of any of it; and, though she answered mechanically to the repeated appeals of her uncle and aunt, "
her,thought,female,pronoun,False,"Her thoughts were all fixed on that one spot of Pemberley House, whichever it might be, where Mr. Darcy then was."
his,mind,male,pronoun,False,"She longed to know what at that moment was passing in his mind; in what manner he thought of her, and whether, in defiance of everything, she was stil"
his,voice,male,pronoun,False,"Perhaps he had been civil only because he felt himself at ease; yet there had been _that_ in his voice, which was not like ease."
her,companion,female,pronoun,False,"At length, however, the remarks of her companions on her absence of mind roused her, and she felt the necessity of appearing more like herself."
her,absence,female,pronoun,False,"At length, however, the remarks of her companions on her absence of mind roused her, and she felt the necessity of appearing more like herself."
her,niece,female,pronoun,False,"Her niece was, therefore, obliged to submit, and they took their way towards the house on the opposite side of the river, in the nearest direction; bu"
elizabeth,astonishment,female,name,False,"Whilst wandering on in this slow manner, they were again surprised, and Elizabeth’s astonishment was quite equal to what it had been at first, by the "
his,civility,male,pronoun,False,"With a glance she saw that he had lost none of his recent civility; and, to imitate his politeness, she began as they met to admire the beauty of the "
his,politeness,male,pronoun,False,"With a glance she saw that he had lost none of his recent civility; and, to imitate his politeness, she began as they met to admire the beauty of the "
her,colour,female,pronoun,False,"Her colour changed, and she said no more."
her,friend,female,pronoun,False,"Mrs. Gardiner was standing a little behind; and on her pausing, he asked her if she would do him the honour of introducing him to her friends."
his,being,male,pronoun,False,This was a stroke of civility for which she was quite unprepared; and she could hardly suppress a smile at his being now seeking the acquaintance of s
his,pride,male,pronoun,False,This was a stroke of civility for which she was quite unprepared; and she could hardly suppress a smile at his being now seeking the acquaintance of s
his,offer,male,pronoun,False,This was a stroke of civility for which she was quite unprepared; and she could hardly suppress a smile at his being now seeking the acquaintance of s
his,surprise,male,pronoun,True,"“What will be his surprise,” thought she, “when he knows who they are!"
her,uncle,female,pronoun,False,"She listened most attentively to all that passed between them, and gloried in every expression, every sentence of her uncle, which marked his intellig"
his,intelligence,male,pronoun,False,"She listened most attentively to all that passed between them, and gloried in every expression, every sentence of her uncle, which marked his intellig"
his,taste,male,pronoun,False,"She listened most attentively to all that passed between them, and gloried in every expression, every sentence of her uncle, which marked his intellig"
his,manner,male,pronoun,False,"She listened most attentively to all that passed between them, and gloried in every expression, every sentence of her uncle, which marked his intellig"
her,wonder,female,pronoun,False,"Mrs. Gardiner, who was walking arm in arm with Elizabeth, gave her a look expressive of her wonder."
her,astonishment,female,pronoun,False,"Her astonishment, however, was extreme; and continually was she repeating, “Why is he so altered?"
his,manner,male,pronoun,True,"It cannot be for _me_, it cannot be for _my_ sake that his manners are thus softened."
elizabeth,arm,female,name,False,"It originated in Mrs. Gardiner, who, fatigued by the exercise of the morning, found Elizabeth’s arm inadequate to her support, and consequently prefer"
her,support,female,pronoun,False,"It originated in Mrs. Gardiner, who, fatigued by the exercise of the morning, found Elizabeth’s arm inadequate to her support, and consequently prefer"
her,husband,female,pronoun,False,"It originated in Mrs. Gardiner, who, fatigued by the exercise of the morning, found Elizabeth’s arm inadequate to her support, and consequently prefer"
her,place,female,pronoun,False,"Mr. Darcy took her place by her niece, and they walked on together."
her,niece,female,pronoun,False,"Mr. Darcy took her place by her niece, and they walked on together."
his,absence,male,pronoun,False,"She wished him to know that she had been assured of his absence before she came to the place, and accordingly began by observing, that his arrival had"
his,arrival,male,pronoun,False,"She wished him to know that she had been assured of his absence before she came to the place, and accordingly began by observing, that his arrival had"
his,steward,male,pronoun,False,He acknowledged the truth of it all; and said that business with his steward had occasioned his coming forward a few hours before the rest of the part
his,sister,male,pronoun,True,"“They will join me early to-morrow,” he continued, “and among them are some who will claim an acquaintance with you,--Mr. Bingley and his sisters.”"
her,thought,female,pronoun,False,Her thoughts were instantly driven back to the time when Mr. Bingley’s name had been last mentioned between them; and if she might judge from his comp
bingley,name,male,name,False,Her thoughts were instantly driven back to the time when Mr. Bingley’s name had been last mentioned between them; and if she might judge from his comp
his,complexion,male,pronoun,False,Her thoughts were instantly driven back to the time when Mr. Bingley’s name had been last mentioned between them; and if she might judge from his comp
his,mind,male,pronoun,False,Her thoughts were instantly driven back to the time when Mr. Bingley’s name had been last mentioned between them; and if she might judge from his comp
her,brother,female,pronoun,False,"She immediately felt that whatever desire Miss Darcy might have of being acquainted with her, must be the work of her brother, and without looking far"
his,resentment,male,pronoun,False,"She immediately felt that whatever desire Miss Darcy might have of being acquainted with her, must be the work of her brother, and without looking far"
his,wish,male,pronoun,False,His wish of introducing his sister to her was a compliment of the highest kind.
his,sister,male,pronoun,False,His wish of introducing his sister to her was a compliment of the highest kind.
her,aunt,female,pronoun,False,Yet time and her aunt moved slowly--and her patience and her ideas were nearly worn out before the _tête-à-tête_ was over.
her,patience,female,pronoun,False,Yet time and her aunt moved slowly--and her patience and her ideas were nearly worn out before the _tête-à-tête_ was over.
her,idea,female,pronoun,False,Yet time and her aunt moved slowly--and her patience and her ideas were nearly worn out before the _tête-à-tête_ was over.
her,uncle,female,pronoun,False,The observations of her uncle and aunt now began; and each of them pronounced him to be infinitely superior to anything they had expected.
her,uncle,female,pronoun,False,"“He is perfectly well-behaved, polite, and unassuming,” said her uncle."
her,aunt,female,pronoun,False,"“There _is_ something a little stately in him, to be sure,” replied her aunt; “but it is confined to his air, and is not unbecoming."
his,air,male,pronoun,True,"“There _is_ something a little stately in him, to be sure,” replied her aunt; “but it is confined to his air, and is not unbecoming."
his,behaviour,male,pronoun,True,“I was never more surprised than by his behaviour to us.
his,acquaintance,male,pronoun,True,His acquaintance with Elizabeth was very trifling.”
her,aunt,female,pronoun,False,"“To be sure, Lizzy,” said her aunt, “he is not so handsome as Wickham; or rather he has not Wickham’s countenance, for his features are perfectly good"
wickham,countenance,male,name,True,"“To be sure, Lizzy,” said her aunt, “he is not so handsome as Wickham; or rather he has not Wickham’s countenance, for his features are perfectly good"
his,feature,male,pronoun,True,"“To be sure, Lizzy,” said her aunt, “he is not so handsome as Wickham; or rather he has not Wickham’s countenance, for his features are perfectly good"
his,civility,male,pronoun,True,"“But perhaps he may be a little whimsical in his civilities,” replied her uncle."
her,uncle,female,pronoun,False,"“But perhaps he may be a little whimsical in his civilities,” replied her uncle."
his,word,male,pronoun,True,"“Your great men often are; and therefore I shall not take him at his word about fishing, as he might change his mind another day, and warn me off his "
his,mind,male,pronoun,True,"“Your great men often are; and therefore I shall not take him at his word about fishing, as he might change his mind another day, and warn me off his "
his,ground,male,pronoun,True,"“Your great men often are; and therefore I shall not take him at his word about fishing, as he might change his mind another day, and warn me off his "
his,character,male,pronoun,False,"Elizabeth felt that they had entirely mistaken his character, but said nothing."
his,mouth,male,pronoun,True,"On the contrary, there is something pleasing about his mouth when he speaks."
his,countenance,male,pronoun,True,"And there is something of dignity in his countenance, that would not give one an unfavourable idea of his heart."
his,heart,male,pronoun,True,"And there is something of dignity in his countenance, that would not give one an unfavourable idea of his heart."
his,behaviour,male,pronoun,False,"Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and, therefore, gave them to understand, in as guar"
his,relation,male,pronoun,False,"Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and, therefore, gave them to understand, in as guar"
his,action,male,pronoun,False,"Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and, therefore, gave them to understand, in as guar"
his,character,male,pronoun,False,"Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and, therefore, gave them to understand, in as guar"
wickham,amiable,male,name,False,"Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and, therefore, gave them to understand, in as guar"
her,authority,female,pronoun,False,"In confirmation of this, she related the particulars of all the pecuniary transactions in which they had been connected, without actually naming her a"
her,pleasure,female,pronoun,False,"Mrs. Gardiner was surprised and concerned: but as they were now approaching the scene of her former pleasures, every idea gave way to the charm of rec"
her,husband,female,pronoun,False,"Mrs. Gardiner was surprised and concerned: but as they were now approaching the scene of her former pleasures, every idea gave way to the charm of rec"
her,acquaintance,female,pronoun,False,"Fatigued as she had been by the morning’s walk, they had no sooner dined than she set off again in quest of her former acquaintance, and the evening w"
darcy,civility,male,name,False,The occurrences of the day were too full of interest to leave Elizabeth much attention for any of these new friends; and she could do nothing but thin
his,sister,male,pronoun,False,The occurrences of the day were too full of interest to leave Elizabeth much attention for any of these new friends; and she could do nothing but thin
his,sister,male,pronoun,False,"[Illustration] Elizabeth had settled it that Mr. Darcy would bring his sister to visit her the very day after her reaching Pemberley; and was, consequ"
her,conclusion,female,pronoun,False,But her conclusion was false; for on the very morning after their own arrival at Lambton these visitors came.
her,relation,female,pronoun,False,"Elizabeth, immediately recognizing the livery, guessed what it meant, and imparted no small degree of surprise to her relations, by acquainting them w"
her,uncle,female,pronoun,False,"Her uncle and aunt were all amazement; and the embarrassment of her manner as she spoke, joined to the circumstance itself, and many of the circumstan"
her,manner,female,pronoun,False,"Her uncle and aunt were all amazement; and the embarrassment of her manner as she spoke, joined to the circumstance itself, and many of the circumstan"
elizabeth,feeling,female,name,False,"While these newly-born notions were passing in their heads, the perturbation of Elizabeth’s feelings was every moment increasing."
her,discomposure,female,pronoun,False,"She was quite amazed at her own discomposure; but, amongst other causes of disquiet, she dreaded lest the partiality of the brother should have said t"
her,favour,female,pronoun,False,"She was quite amazed at her own discomposure; but, amongst other causes of disquiet, she dreaded lest the partiality of the brother should have said t"
her,uncle,female,pronoun,False,"She retreated from the window, fearful of being seen; and as she walked up and down the room, endeavouring to compose herself, saw such looks of inqui"
her,brother,female,pronoun,False,"Miss Darcy and her brother appeared, and this formidable introduction took place."
her,acquaintance,female,pronoun,False,With astonishment did Elizabeth see that her new acquaintance was at least as much embarrassed as herself.
her,figure,female,pronoun,False,"Miss Darcy was tall, and on a larger scale than Elizabeth; and, though little more than sixteen, her figure was formed, and her appearance womanly and"
her,appearance,female,pronoun,False,"Miss Darcy was tall, and on a larger scale than Elizabeth; and, though little more than sixteen, her figure was formed, and her appearance womanly and"
her,brother,female,pronoun,False,"She was less handsome than her brother, but there was sense and good-humour in her face, and her manners were perfectly unassuming and gentle."
her,face,female,pronoun,False,"She was less handsome than her brother, but there was sense and good-humour in her face, and her manners were perfectly unassuming and gentle."
her,manner,female,pronoun,False,"She was less handsome than her brother, but there was sense and good-humour in her face, and her manners were perfectly unassuming and gentle."
her,satisfaction,female,pronoun,False,They had not been long together before Darcy told her that Bingley was also coming to wait on her; and she had barely time to express her satisfaction
bingley,step,male,name,False,They had not been long together before Darcy told her that Bingley was also coming to wait on her; and she had barely time to express her satisfaction
elizabeth,anger,female,name,False,"All Elizabeth’s anger against him had been long done away; but had she still felt any, it could hardly have stood its ground against the unaffected co"
her,family,female,pronoun,False,"He inquired in a friendly, though general, way, after her family, and looked and spoke with the same good-humoured ease that he had ever done."
lady,sensation,female,role_noun,False,Of the lady’s sensations they remained a little in doubt; but that the gentleman was overflowing with admiration was evident enough.
her,side,female,pronoun,False,"Elizabeth, on her side, had much to do."
her,visitor,female,pronoun,False,"She wanted to ascertain the feelings of each of her visitors, she wanted to compose her own, and to make herself agreeable to all; and in the latter o"
her,own,female,pronoun,False,"She wanted to ascertain the feelings of each of her visitors, she wanted to compose her own, and to make herself agreeable to all; and in the latter o"
her,favour,female,pronoun,False,"She wanted to ascertain the feelings of each of her visitors, she wanted to compose her own, and to make herself agreeable to all; and in the latter o"
her,thought,female,pronoun,False,"In seeing Bingley, her thoughts naturally flew to her sister; and oh! how ardently did she long to know whether any of his were directed in a like man"
her,sister,female,pronoun,False,"In seeing Bingley, her thoughts naturally flew to her sister; and oh! how ardently did she long to know whether any of his were directed in a like man"
his,behaviour,male,pronoun,False,"But, though this might be imaginary, she could not be deceived as to his behaviour to Miss Darcy, who had been set up as a rival to Jane."
his,sister,male,pronoun,False,Nothing occurred between them that could justify the hopes of his sister.
her,interpretation,female,pronoun,False,"On this point she was soon satisfied; and two or three little circumstances occurred ere they parted, which, in her anxious interpretation, denoted a "
his,memory,male,pronoun,False,"Elizabeth was pleased to find his memory so exact; and he afterwards took occasion to ask her, when unattended to by any of the rest, whether _all_ he"
her,sister,female,pronoun,False,"Elizabeth was pleased to find his memory so exact; and he afterwards took occasion to ask her, when unattended to by any of the rest, whether _all_ he"
her,eye,female,pronoun,False,It was not often that she could turn her eyes on Mr. Darcy himself; but whenever she did catch a glimpse she saw an expression of general complaisance
his,companion,male,pronoun,False,", she heard an accent so far removed from _hauteur_ or disdain of his companions, as convinced her that the improvement of manners which she had yeste"
her,mind,female,pronoun,False,"When she saw him thus seeking the acquaintance, and courting the good opinion of people with whom any intercourse a few months ago would have been a d"
her,astonishment,female,pronoun,False,"When she saw him thus seeking the acquaintance, and courting the good opinion of people with whom any intercourse a few months ago would have been a d"
his,friend,male,pronoun,False,"Never, even in the company of his dear friends at Netherfield, or his dignified relations at Rosings, had she seen him so desirous to please, so free "
his,relation,male,pronoun,False,"Never, even in the company of his dear friends at Netherfield, or his dignified relations at Rosings, had she seen him so desirous to please, so free "
his,endeavour,male,pronoun,False,"Never, even in the company of his dear friends at Netherfield, or his dignified relations at Rosings, had she seen him so desirous to please, so free "
his,attention,male,pronoun,False,"Never, even in the company of his dear friends at Netherfield, or his dignified relations at Rosings, had she seen him so desirous to please, so free "
his,sister,male,pronoun,False,"Their visitors stayed with them above half an hour; and when they arose to depart, Mr. Darcy called on his sister to join him in expressing their wish"
her,niece,female,pronoun,False,"Mrs. Gardiner looked at her niece, desirous of knowing how _she_, whom the invitation most concerned, felt disposed as to its acceptance, but Elizabet"
her,head,female,pronoun,False,"Mrs. Gardiner looked at her niece, desirous of knowing how _she_, whom the invitation most concerned, felt disposed as to its acceptance, but Elizabet"
her,husband,female,pronoun,False,"Presuming, however, that this studied avoidance spoke rather a momentary embarrassment than any dislike of the proposal, and seeing in her husband, wh"
her,attendance,female,pronoun,False,"Presuming, however, that this studied avoidance spoke rather a momentary embarrassment than any dislike of the proposal, and seeing in her husband, wh"
her,sister,female,pronoun,False,"Elizabeth, construing all this into a wish of hearing her speak of her sister, was pleased; and on this account, as well as some others, found herself"
her,uncle,female,pronoun,False,"Eager to be alone, and fearful of inquiries or hints from her uncle and aunt, she stayed with them only long enough to hear their favourable opinion o"
her,communication,female,pronoun,False,But she had no reason to fear Mr. and Mrs. Gardiner’s curiosity; it was not their wish to force her communication.
his,politeness,male,pronoun,False,"They could not be untouched by his politeness; and had they drawn his character from their own feelings and his servant’s report, without any referenc"
